Ten_xe,Nam_san_xuat,So_km,Xuat_xu,Kieu_dang,Hop_so,Dong_co,Mau_ngoai_that,Mau_noi_that,So_cho_ngoi,Dan_dong,Gia_ban_text,Gia_ban,Link
Ford Territory Titanium X,2025,750 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Trắng,Nhiều màu,5 chỗ,FWD - Dẫn động cầu trước,875 Triệu,875000000,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2025-6455331
Toyota Corolla Cross .8G,2023,"20,007 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,685 Triệu,685000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2023-6455400
Toyota Corolla Cross .8G,2023,"30,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Đen,Đỏ,5 chỗ,FWD - Dẫn động cầu trước,675 Triệu,675000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2023-6455393
MG Luxury,2022,"40,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 1.5 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,405 Triệu,405000000,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2022-6455381
MG ZS Standard,2022,"30,005 Km",Nhập khẩu,Crossover,Số tự động,Xăng 1.5 L,Đen,Đen,5 chỗ,FWD - Dẫn động cầu trước,400 Triệu,400000000,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2022-6455373
Lexus LS,2009,"11,111 Km",Nhập khẩu,Sedan,Số tự động,Xăng 4.6 L,Đen,Kem,5 chỗ,RFD - Dẫn động cầu sau,650 Triệu,650000000,https://bonbanh.com/xe-lexus-ls-460-2009-6455372
VinFast Lux SA,2021,"69,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đỏ,Nâu,7 chỗ,RFD - Dẫn động cầu sau,635 Triệu,635000000,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-6170674
Toyota Corolla Cross .8V,2024,"5,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,785 Triệu,785000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2024-6455364
Toyota Camry .5Q,2019,"80,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Đen,Cam,5 chỗ,FWD - Dẫn động cầu trước,685 Triệu,685000000,https://bonbanh.com/xe-toyota-camry-2.5q-2019-6218053
Peugeot GT Line,2021,"40,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.2 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,575 Triệu,575000000,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2021-6455354
Mercedes Benz S class S400L,2015,"105,434 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 3.0 L,Đen,Kem,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 200 Triệu,1200000000,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-6316878
VinFast Lux A Tiêu chuẩn,2022,"30,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Nâu,5 chỗ,RFD - Dẫn động cầu sau,550 Triệu,550000000,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-6455343
Hino Universe,2018,"400,000 Km",Lắp ráp trong nước,Bán tải / Pickup,Số tay,Dầu,Đỏ,Nhiều màu,29 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 470 Triệu,1470000000,https://bonbanh.com/xe-hino-khac-universe-2018-6455328
Hyundai Creta Đặc biệt,2022,"42,000 Km",Nhập khẩu,Crossover,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,595 Triệu,595000000,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2022-6168626
Mazda Luxury,2024,"20,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,595 Triệu,595000000,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2024-6455305
Honda CRV,2016,"110,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đỏ,Đỏ,5 chỗ,FWD - Dẫn động cầu trước,530 Triệu,530000000,https://bonbanh.com/xe-honda-crv-2.4-at-2016-6424342
LandRover Range Rover Supercharged,2013,"75,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 5.0 L,Trắng,Kem,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 979 Triệu,1979000000,https://bonbanh.com/xe-landrover-range_rover-supercharged-5.0-2013-6379442
Mercedes Benz C class C200 Exclusive,2021,"55,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 59 Triệu,1059000000,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2021-6392392
Honda City .5TOP,2020,"80,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,-,5 chỗ,FWD - Dẫn động cầu trước,405 Triệu,405000000,https://bonbanh.com/xe-honda-city-1.5top-2020-6454728
Toyota Camry .4G,2007,"170,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.4 L,Đen,Kem,5 chỗ,FWD - Dẫn động cầu trước,248 Triệu,248000000,https://bonbanh.com/xe-toyota-camry-2.4g-2007-6429350
Ford Territory Titanium X,2025,700 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Màu khác,5 chỗ,FWD - Dẫn động cầu trước,860 Triệu,860000000,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2025-6455054
Ford Territory Titanium X,2025,"1,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Màu khác,5 chỗ,FWD - Dẫn động cầu trước,875 Triệu,875000000,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2025-6455047
Lexus RX,2015,"10,127 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.5 L,Trắng,Kem,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 363 Triệu,1363000000,https://bonbanh.com/xe-lexus-rx-350-awd-2015-6167864
Hyundai Accent,2022,"40,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Đen,Đen,5 chỗ,FWD - Dẫn động cầu trước,410 Triệu,410000000,https://bonbanh.com/xe-hyundai-accent-1.4-at-2022-6372041
Thaco Mobihome TB120,2017,"300,000 Km",Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,Đỏ,Nhiều màu,47 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 560 Triệu,1560000000,https://bonbanh.com/xe-thaco-mobihome-tb120-2017-6455121
Honda CRV L,2018,"130,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Trắng,Đen,7 chỗ,FWD - Dẫn động cầu trước,700 Triệu,700000000,https://bonbanh.com/xe-honda-crv-l-2018-6455116
Mercedes Benz GLS 4Matic,2021,"65,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Đen,7 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 889 Triệu,3889000000,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-6440396
Hyundai Grand Starex Van,2011,"15,000 Km",Nhập khẩu,Van/Minivan,Số tay,Dầu 2.5 L,Bạc,Ghi,3 chỗ,RFD - Dẫn động cầu sau,236 Triệu,236000000,https://bonbanh.com/xe-hyundai-grand_starex-van-2.5-mt-2011-6436605
BMW X4 xDrive20i M Sport,2020,"70,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Trắng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 779 Triệu,1779000000,https://bonbanh.com/xe-bmw-x4-xdrive20i-m-sport-2020-6455111
Subaru Legacy Wagon,1997,"150,000 Km",Nhập khẩu,Crossover,Số tay,Xăng 2.0 L,Đen,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,62 Triệu,62000000,https://bonbanh.com/xe-subaru-legacy-wagon-2.0-mt-1997-6431036
BMW Series 740Li,2016,"75,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 3.0 L,Đen,Kem,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 520 Triệu,1520000000,https://bonbanh.com/xe-bmw-7_series-740li-2016-6222255
Ford Escape XLS,2010,"90,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.3 L,Ghi,Đen,5 chỗ,FWD - Dẫn động cầu trước,218 Triệu,218000000,https://bonbanh.com/xe-ford-escape-xls-2.3l-4x2-at-2010-6318208
Mazda CX5 Luxury,2023,"20,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Xanh,Đen,5 chỗ,FWD - Dẫn động cầu trước,750 Triệu,750000000,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2023-6455066
Kia Carnival Signature .2D,2022,"50,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Đen,Cam,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 210 Triệu,1210000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-6455037
Ford Everest Titanium,2025,"3,000 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 290 Triệu,1290000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2025-6455027
Kia Carnival Signature .2D,2024,"20,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Trắng,Cam,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 570 Triệu,1570000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2024-6455020
MG RX5 LUX,2024,"1,000 Km",Nhập khẩu,Crossover,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,670 Triệu,670000000,https://bonbanh.com/xe-mg-rx5-1.5t-lux-2024-6455011
Ford Everest Titanium,2025,900 Km,Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Đen,7 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 295 Triệu,1295000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2025-6455007
Mini Cooper S Door,2023,"9,379 Km",Nhập khẩu,Hatchback,Số tự động,Xăng 2.0 L,Xám,Nâu,5 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 720 Triệu,1720000000,https://bonbanh.com/xe-mini-cooper-s-5-door-2023-6454760
Mazda,2016,"55,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,300 Triệu,300000000,https://bonbanh.com/xe-mazda-2-1.5-at-2016-6449969
LandRover Range Rover SVAutobiography LWB I6,2021,"28,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Đen,Nâu,4 chỗ,AWD - 4 bánh toàn thời gian,8 Tỷ 986 Triệu,8986000000,https://bonbanh.com/xe-landrover-range_rover-svautobiography-lwb-3.0-i6-2021-6454667
Mercedes Benz C class C300 AMG,2021,"29,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 220 Triệu,1220000000,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2021-6454654
Mercedes Benz E class E300 AMG,2019,"42,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 399 Triệu,1399000000,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2019-6454650
Mercedes Benz G class G63 AMG,2021,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 4.0 L,Đen,Nhiều màu,5 chỗ,AWD - 4 bánh toàn thời gian,9 Tỷ,9000000000,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2021-6454647
Mercedes Benz C class C300 AMG,2016,"56,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,RFD - Dẫn động cầu sau,710 Triệu,710000000,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2016-6454637
BMW Series 430i Convertible M Sport,2023,"14,000 Km",Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng 2.0 L,Trắng,Đỏ,4 chỗ,RFD - Dẫn động cầu sau,2 Tỷ 998 Triệu,2998000000,https://bonbanh.com/xe-bmw-4_series-430i-convertible-m-sport-2023-6454628
Mercedes Benz V class V250 Luxury,2020,"36,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng 2.0 L,Trắng,Nâu,7 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 686 Triệu,1686000000,https://bonbanh.com/xe-mercedes_benz-v_class-v250-luxury-2020-6454622
Toyota Land Cruiser V6,2023,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.4 L,Đen,Đen,7 chỗ,AWD - 4 bánh toàn thời gian,5 Tỷ 268 Triệu,5268000000,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2023-6454613
VinFast Lux A Nâng cao,2022,"74,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đỏ,Nâu,5 chỗ,RFD - Dẫn động cầu sau,580 Triệu,580000000,https://bonbanh.com/xe-vinfast-lux_a_2.0-nang-cao-2022-6454587
Kia Morning SLX,2010,"92,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng 1.0 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,162 Triệu,162000000,https://bonbanh.com/xe-kia-morning-slx-1.0-at-2010-6454439
VinFast VF8 Eco,2023,"61,000 Km",Lắp ráp trong nước,SUV,Số tự động,Điện,Đen,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,620 Triệu,620000000,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6445851
Mazda CX5,2019,"105,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,625 Triệu,625000000,https://bonbanh.com/xe-mazda-cx5-2.0-at-2019-6452882
Mazda,2018,"13,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Xanh,Đen,5 chỗ,FWD - Dẫn động cầu trước,440 Triệu,440000000,https://bonbanh.com/xe-mazda-3-1.5-at-2018-6454452
Kia Carens SXAT,2011,"120,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Trắng,Nhiều màu,7 chỗ,FWD - Dẫn động cầu trước,230 Triệu,230000000,https://bonbanh.com/xe-kia-carens-sxat-2011-6454470
Mazda,2015,"105,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,340 Triệu,340000000,https://bonbanh.com/xe-mazda-3-1.5-at-2015-6439310
Mitsubishi Xpander,2020,"10,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Trắng,Đen,7 chỗ,FWD - Dẫn động cầu trước,442 Triệu,442000000,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-6454401
Hyundai SantaFe Cao cấp HTRAC,2021,"50,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Trắng,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 50 Triệu,1050000000,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2021-6454385
Hyundai Creta Tiêu chuẩn,2024,"17,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,545 Triệu,545000000,https://bonbanh.com/xe-hyundai-creta-tieu-chuan-1.5-at-2024-6454389
Rolls Royce Ghost V12,2010,"70,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 6.6 L,Đen,Đỏ,4 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 990 Triệu,3990000000,https://bonbanh.com/xe-rolls_royce-ghost-6.6-v12-2010-6453963
Mitsubishi Xpander,2023,"31,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Trắng,Đen,7 chỗ,FWD - Dẫn động cầu trước,500 Triệu,500000000,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2023-6362767
LandRover Range Rover HSE,2008,"121,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 4.4 L,Trắng,Nhiều màu,5 chỗ,AWD - 4 bánh toàn thời gian,528 Triệu,528000000,https://bonbanh.com/xe-landrover-range_rover-hse-4.4-2008-6454198
Mercedes Benz GLC 4Matic,2021,"63,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 289 Triệu,1289000000,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-6379454
Mercedes Benz GLC 4Matic,2022,"28,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Xanh,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 589 Triệu,1589000000,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-6380549
Toyota Vios Limo,2011,"258,968 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Trắng,Ghi,5 chỗ,FWD - Dẫn động cầu trước,112 Triệu,112000000,https://bonbanh.com/xe-toyota-vios-limo-2011-6454160
Mercedes Benz GLS 4Matic,2020,"24,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Kem,7 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 750 Triệu,3750000000,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2020-6299481
BMW X4 xDrive20i M Sport,2020,0 Km,Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Trắng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 790 Triệu,1790000000,https://bonbanh.com/xe-bmw-x4-xdrive20i-m-sport-2020-6454147
Mercedes Benz GLC 4Matic,2017,"80,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,899 Triệu,899000000,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-6453957
Toyota Camry .4G,2005,"160,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng 2.4 L,Đen,Kem,5 chỗ,FWD - Dẫn động cầu trước,195 Triệu,195000000,https://bonbanh.com/xe-toyota-camry-2.4g-2005-6435982
Mitsubishi Xpander Cross,2024,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Trắng,Xám,7 chỗ,FWD - Dẫn động cầu trước,628 Triệu,628000000,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2024-6447661
Volvo XC60 Inscription B6,2021,"75,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Đen,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 599 Triệu,1599000000,https://bonbanh.com/xe-volvo-xc60-inscription-b6-awd-2021-6453990
Mercedes Benz GLS 4Matic,2020,0 Km,Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Nâu,7 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 300 Triệu,3300000000,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2020-6453949
LandRover Range Rover HSE,2013,"90,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Kem,5 chỗ,AWD - 4 bánh toàn thời gian,1 Tỷ 780 Triệu,1780000000,https://bonbanh.com/xe-landrover-range_rover-hse-3.0-2013-6453954
Honda HRV RS,2023,"40,000 Km",Nhập khẩu,Crossover,Số tự động,Xăng 1.5 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,768 Triệu,768000000,https://bonbanh.com/xe-honda-hrv-rs-2023-6439282
Toyota Corolla Cross .8V,2021,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,685 Triệu,685000000,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-6410607
Nissan Navara EL,2023,"32,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.3 L,Ghi,Đen,5 chỗ,RFD - Dẫn động cầu sau,559 Triệu,559000000,https://bonbanh.com/xe-nissan-navara-el-2.3-at-2wd-2023-6365443
Peugeot,2016,"20,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,320 Triệu,320000000,https://bonbanh.com/xe-peugeot-3008-1.6-at-2016-6453883
Mercedes Benz Maybach S600,2015,0 Km,Nhập khẩu,Sedan,Số tự động,Xăng 6.0 L,Xanh,Kem,4 chỗ,RFD - Dẫn động cầu sau,2 Tỷ 990 Triệu,2990000000,https://bonbanh.com/xe-mercedes_benz-maybach-s600-2015-6453895
BMW Series 320i,2015,"110,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Trắng,Kem,5 chỗ,RFD - Dẫn động cầu sau,519 Triệu,519000000,https://bonbanh.com/xe-bmw-3_series-320i-2015-6391283
Audi Q5,2016,"96,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Trắng,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,699 Triệu,699000000,https://bonbanh.com/xe-audi-q5-2.0-at-2016-6048114
Ford Everest Titanium,2021,"44,621 Km",Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Trắng,Đen,7 chỗ,RFD - Dẫn động cầu sau,980 Triệu,980000000,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-6407054
Kia Carnival Signature .2D,2024,0 Km,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Trắng,Nâu,7 chỗ,FWD - Dẫn động cầu trước,1 Tỷ 579 Triệu,1579000000,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2024-6177692
Bentley Flying Spur First Edition W12,2021,"10,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 6.0 L,Xanh,Kem,5 chỗ,RFD - Dẫn động cầu sau,13 Tỷ 500 Triệu,13500000000,https://bonbanh.com/xe-bentley-flying_spur-first-edition-w12-2021-6392983
Mercedes Benz GLC,2022,"40,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Trắng,Đen,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 420 Triệu,1420000000,https://bonbanh.com/xe-mercedes_benz-glc-200-2022-6248443
Mercedes Benz GLS 4Matic,2021,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Trắng,Đen,7 chỗ,AWD - 4 bánh toàn thời gian,3 Tỷ 980 Triệu,3980000000,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-6208259
Bentley Continental GT,2008,0 Km,Nhập khẩu,Coupe,Số tự động,Xăng 6.0 L,Trắng,Kem,4 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 500 Triệu,2500000000,https://bonbanh.com/xe-bentley-continental-gt-2008-6400906
Mitsubishi Xpander,2022,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Xám,Đen,7 chỗ,FWD - Dẫn động cầu trước,495 Triệu,495000000,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2022-6384481
Honda City L,2021,"65,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5 chỗ,FWD - Dẫn động cầu trước,400 Triệu,400000000,https://bonbanh.com/xe-honda-city-l-1.5-at-2021-6269284
Ford Focus Sport,2016,0 Km,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,450 Triệu,450000000,https://bonbanh.com/xe-ford-focus-sport-1.5l-2016-6453772
Lexus RX,2022,"20,000 Km",Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Đen,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,2 Tỷ 950 Triệu,2950000000,https://bonbanh.com/xe-lexus-rx-300-2022-6367928
Mazda,2017,"100,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Trắng,Đen,5 chỗ,FWD - Dẫn động cầu trước,375 Triệu,375000000,https://bonbanh.com/xe-mazda-3-1.5-at-2017-6381785
Kia Carens SX,2010,"100,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Xám,Đen,7 chỗ,FWD - Dẫn động cầu trước,200 Triệu,200000000,https://bonbanh.com/xe-kia-carens-sx-2.0-at-2010-6453654
Mercedes Benz S class S400L,2016,"75,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng 3.0 L,Trắng,Kem,5 chỗ,RFD - Dẫn động cầu sau,1 Tỷ 268 Triệu,1268000000,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-6453048
VinFast Fadil Tiêu chuẩn,2022,"35,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.4 L,Đỏ,Ghi,5 chỗ,FWD - Dẫn động cầu trước,298 Triệu,298000000,https://bonbanh.com/xe-vinfast-fadil-tieu-chuan-1.4-at-2022-6409410
Mazda CX5 Premium,2024,"140,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đỏ,Đen,5 chỗ,FWD - Dẫn động cầu trước,820 Triệu,820000000,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2024-6453282
Mitsubishi Attrage Premium,2021,"42,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng 1.2 L,Đỏ,Ghi,5 chỗ,FWD - Dẫn động cầu trước,358 Triệu,358000000,https://bonbanh.com/xe-mitsubishi-attrage-premium-1.2-cvt-2021-6301228
